course,session,time,wait_time,student_response,specific_student,category,hint,cluster_q,question,is_cluster,code_name,collapsed_code
1C_L16,S14,00:16:19,0,Y,N,W,,Y1,Or prove it?,Y,Warrant,Warrant
1C_L16,S14,00:17:27,3,Y,N,N,,N,B being similar to C implies what?,N,Next step,Next step
1C_L16,S14,00:17:49,0,Y,N,E,,N,Are we all happy with that?,N,Evaluation,Evaluation
1C_L16,S14,00:17:51,1,Y,Y,W,,N,So what's the problem?,N,Warrant,Warrant
1C_L16,S14,00:18:50,2,Y,N,N,,N,So a good strategy would be what here?,N,Next step,Next step
1C_L16,S14,00:20:21,1,Y,N,N,,N,What do I need to show now to finish the proof?,N,Next step,Next step
1C_L16,S14,00:20:46,1,Y,N,F,,N,"When you take the inverse of a product of matrices, what do you get?",N,Fact,Fact
1C_L16,S14,00:21:27,4,N,N,U,,N,Any questions about that?,N,Understanding check,Understanding check
1C_L16,S14,00:23:47,2,N,N,U,,Y2,Does that make sense?,Y,Understanding check,Understanding check
1C_L16,S14,00:23:47,3,N,N,U,,Y2,Or have I obscured it more?,Y,Understanding check,Understanding check
1C_L16,S14,00:24:09,2,N,N,U,,N,Unless there are question?,N,Understanding check,Understanding check
1C_L16,S14,00:33:46,2,Y,N,N,,N,What do I do next?,N,Next step,Next step
1C_L16,S14,00:34:04,0,Y,N,N,,N,What do I do with the lambda here?,N,Next step,Next step
1C_L16,S14,00:34:33,0,N,N,U,,Y3,Any questions about that?,Y,Understanding check,Understanding check
1C_L16,S14,00:34:33,0,Y,N,U,,Y3,It's an important calculation,Y,Understanding check,Understanding check
1C_L16,S14,00:36:28,2,N,N,U,,N,Any more questions?,N,Understanding check,Understanding check
1C_L16,S14,00:37:24,2,N,N,U,,N,Unless there are any more questions on this?,N,Understanding check,Understanding check
1C_L16,S14,00:44:46,2,Y,N,F,,N,So what are the eigenvalues of A?,N,Fact,Fact
1C_L16,S14,00:44:59,1,Y,N,F,,N,And of B?,N,Fact,Fact
1C_L16,S14,00:45:03,0,Y,Y,A,,N,2?,N,Admin,Admin
1C_L16,S14,00:46:39,2,N,N,N,,Y4,Well you guys can tell me [what the diagonal matrix is],Y,Next step,Next step
1C_L16,S14,00:46:39,0,Y,N,N,,Y4,It's diagonal so what should I put along the diagonals?,Y,Next step,Next step
1C_L16,S14,00:47:06,1,N,N,N,,Y5,What about P?,Y,Next step,Next step
1C_L16,S14,00:47:06,1,Y,N,N,,Y5,How do I get P?,Y,Next step,Next step
1C_L16,S14,00:49:06,0,N,N,N,,Y6,Now what about B?,Y,Next step,Next step
1C_L16,S14,00:49:06,1,N,N,N,,Y6,Just to finish off,Y,Next step,Next step
1C_L16,S14,00:49:13,5,N,N,W,,Y6,We're told we can't conclude anything from B so why not?,Y,Warrant,Warrant
1C_L16,S14,00:49:53,2,N,N,U,,N,Any questions about this or anything else?,N,Understanding check,Understanding check
1C_L17,S3,00:05:34,3,Y,N,N,,N,any suggestions how we might get started with this?,N,Next step,Next step
1C_L17,S3,00:07:35,1,Y,N,N,,N,what did we say next?,N,Next step,Next step
1C_L17,S3,00:08:20,2,N,N,N,,N,what do we know about these direction vectors?,N,Next step,Next step
1C_L17,S3,00:09:30,7,Y,N,N,,N,anything else we can do to answer this question?,N,Next step,Next step
1C_L17,S3,00:09:50,1,Y,Y,N,,N,which point might we put into the equations?,N,Next step,Next step
1C_L17,S3,00:10:09,1,Y,Y,N,,N,what do you mean put it into the equation?,N,Next step,Next step
1C_L17,S3,00:11:17,4,Y,N,N,,N,anything else we could do?,N,Next step,Next step
1C_L17,S3,00:11:23,1,Y,Y,A,,N,sorry?,N,Admin,Admin
1C_L17,S3,00:11:30,1,Y,N,N,,N,anything else we could do?,N,Next step,Next step
1C_L17,S3,00:11:36,1,Y,Y,N,,N,which set of simultaneous equations?,N,Next step,Next step
1C_L17,S3,00:11:57,5,N,Y,N,,N,how would you turn these expressions into a set of equations to solve?,N,Next step,Next step
1C_L17,S3,00:12:35,2,N,N,E,,N,is that right?,N,Evaluation,Evaluation
1C_L17,S3,00:12:40,12,N,N,W,,Y1,can anyone spot a flaw in that plan [calculating n by taking the cross product of u and v]?,Y,Warrant,Warrant
1C_L17,S3,00:12:54,1,Y,N,W,,Y1,no one can spot a flaw in that plan?,Y,Warrant,Warrant
1C_L17,S3,00:13:33,2,Y,N,W,,N,anything else?,N,Warrant,Warrant
1C_L17,S3,00:16:23,1,N,N,U,,N,does that make sense?,N,Understanding check,Understanding check
1C_L17,S3,00:30:13,3,N,N,N,,Y2,any comments [about the TopHat question]?,Y,Next step,Next step
1C_L17,S3,00:30:17,4,N,N,N,,Y2,what about the first one?,Y,Next step,Next step
1C_L17,S3,00:30:22,3,Y,N,E,,Y2,is that correct?,Y,Evaluation,Evaluation
1C_L17,S3,00:31:32,0,N,Y,A,,Y3,what was the question again?,Y,Admin,Admin
1C_L17,S3,00:31:32,2,N,Y,A,,Y3,how do I write a scalar multipled by a vector?,Y,Admin,Admin
1C_L17,S3,00:31:50,1,Y,N,E,,N,does that [equation] make sense?,N,Evaluation,Evaluation
1C_L17,S3,00:32:00,2,Y,N,E,,N,does that make sense in that interpretation?,N,Evaluation,Evaluation
1C_L17,S3,00:32:03,1,Y,Y,W,,N,why not?,N,Warrant,Warrant
1C_L17,S3,00:33:32,1,Y,N,F,,N,whats the type of the result of that [v cross w]?,N,Fact,Fact
1C_L17,S3,00:33:54,1,Y,N,E,,N,so does that second one [equation] make sense?,N,Evaluation,Evaluation
1C_L17,S3,00:36:17,2,N,N,U,,N,does that make sense?,N,Understanding check,Understanding check
1C_L17,S3,00:43:36,1,Y,N,N,,N,what can you tell me about u cross v and v cross u?,N,Next step,Next step
1C_L17,S3,00:44:35,3,Y,N,W,,N,does anyone have a completely geometrical insight into why this must mean they are parallel?,N,Warrant,Warrant
1C_L17,S3,00:46:49,1,N,N,U,,N,does that make sense?,N,Understanding check,Understanding check
1C_L16,S15,00:11:22,2,Y,N,W,,N,Why is A false?,N,Warrant,Warrant
1C_L16,S15,00:11:36,2,N,N,W,,Y1,"Similarly, what's wrong with C and D?",Y,Warrant,Warrant
1C_L16,S15,00:11:36,5,N,N,W,,Y1,"Not similary, but what's wrong with C and D?",Y,Warrant,Warrant
1C_L16,S15,00:11:36,1,N,N,F,HQ,Y1,"Well, what's A?",Y,Fact,Fact
1C_L16,S15,00:11:36,2,Y,N,F,HQ,Y1,What's a better way of writing A?,Y,Fact,Fact
1C_L16,S15,00:13:19,1,N,N,N,,Y2,What can I do next?,Y,Next step,Next step
1C_L16,S15,00:13:19,2,Y,N,N,,Y2,Or what should I do next?,Y,Next step,Next step
1C_L16,S15,00:14:31,3,N,N,U,,Y3,Any questions about that?,Y,Understanding check,Understanding check
1C_L16,S15,00:14:31,0,Y,N,U,,Y3,Ok we all happy with that?,Y,Understanding check,Understanding check
1C_L16,S15,00:14:44,0,Y,Y,A,,N,"Say that again, if in the exam they say matrices?",N,Admin,Admin
1C_L16,S15,00:15:44,4,N,N,U,,N,Any other questions?,N,Understanding check,Understanding check
1C_L16,S15,00:18:15,2,N,N,W,,Y4,So how did people think about this?,Y,Warrant,Warrant
1C_L16,S15,00:18:15,1,Y,N,W,,Y4,"So this is the statement, so did anyone have a proof for that?",Y,Warrant,Warrant
1C_L16,S15,00:19:22,1,N,N,N,,Y5,"If A is similar to C, well what can I write?",Y,Next step,Next step
1C_L16,S15,00:19:22,0,N,N,N,,Y5,What does that mean?,Y,Next step,Next step
1C_L16,S15,00:19:22,2,Y,N,N,HS,Y5,Just from the definition,Y,Next step,Next step
1C_L16,S15,00:20:26,1,Y,N,W,,N,So what's wrong with that?,N,Warrant,Warrant
1C_L16,S15,00:21:18,0,N,N,N,,Y6,What should I do next?,Y,Next step,Next step
1C_L16,S15,00:21:18,1,N,N,N,,Y6,Or what could I do next?,Y,Next step,Next step
1C_L16,S15,00:21:18,4,N,N,N,HS,Y6,Remember we're trying to show that A is similar to B,Y,Next step,Next step
1C_L16,S15,00:21:18,0,Y,N,N,,Y6,What would be a good thing?,Y,Next step,Next step
1C_L16,S15,00:22:54,4,Y,N,N,,N,What do I need to do to complete the proof?,N,Next step,Next step
1C_L16,S15,00:24:12,0,N,N,U,,Y7,Any questions about that?,Y,Understanding check,Understanding check
1C_L16,S15,00:24:12,1,N,N,U,,Y7,So it's a bit of matrix algebra and using the definition of similarity,Y,Understanding check,Understanding check
1C_L16,S15,00:24:12,3,N,N,U,,Y7,And being careful not to get confused by choosing the names of your variables wisely,Y,Understanding check,Understanding check
1C_L16,S15,00:26:32,3,N,N,N,,Y8,How could I do that?,Y,Next step,Next step
1C_L16,S15,00:26:32,3,Y,N,N,HS,Y8,"You'll notice it's very similar to 3 the statement, it's just that…",Y,Next step,Next step
1C_L16,S15,00:27:15,2,N,N,U,,N,Any questions on this?,N,Understanding check,Understanding check
1C_L16,S15,00:35:30,6,N,N,N,,Y9,What should I do next?,Y,Next step,Next step
1C_L16,S15,00:35:30,1,Y,N,F,HQ,Y9,How does A act on v?,Y,Fact,Fact
1C_L16,S15,00:35:51,4,N,N,N,,Y10,And for the final step what do I need to do?,Y,Next step,Next step
1C_L16,S15,00:35:51,1,Y,N,N,HQ,Y10,What should I do with lambda?,Y,Next step,Next step
1C_L16,S15,00:36:37,0,N,N,U,,Y11,Any questions about that?,Y,Understanding check,Understanding check
1C_L16,S15,00:36:37,1,Y,N,U,,Y11,That's quite an important result actually in the theory of similarity and diagonalization,Y,Understanding check,Understanding check
1C_L16,S15,00:38:38,0,Y,Y,A,,N,For… say it again?,N,Admin,Admin
1C_L16,S15,00:38:53,1,Y,Y,A,,N,"Sorry, what are you saying?",N,Admin,Admin
1C_L16,S15,00:40:32,2,N,N,U,,N,Any more questions?,N,Understanding check,Understanding check
1C_L16,S15,00:44:36,0,N,N,N,,Y12,What do we know about A and B?,Y,Next step,Next step
1C_L16,S15,00:44:36,1,Y,N,N,,Y12,"So given that information, what do I know about A?",Y,Next step,Next step
1C_L16,S15,00:44:50,2,Y,N,F,,N,The eigenvalues of A are what?,N,Fact,Fact
1C_L16,S15,00:44:58,3,Y,N,F,,N,Of B?,N,Fact,Fact
1C_L16,S15,00:45:10,1,Y,N,N,,N,"Where can we go from here, anyone?",N,Next step,Next step
1C_L16,S15,00:45:17,0,Y,Y,W,,N,Why?,N,Warrant,Warrant
1C_L16,S15,00:46:38,2,N,N,N,,Y13,What is that diagonal matrix?,Y,Next step,Next step
1C_L16,S15,00:46:38,1,Y,N,N,,Y13,How can I fill that out?,Y,Next step,Next step
1C_L16,S15,00:47:02,0,N,N,N,,Y14,What is P?,Y,Next step,Next step
1C_L16,S15,00:47:02,3,Y,N,N,,Y14,How can I construct P?,Y,Next step,Next step
1C_L16,S15,00:47:13,1,Y,Y,N,,N,"Specifically what, how do I put the eigenvectors into P?",N,Next step,Next step
1C_L16,S15,00:49:43,0,N,N,N,,Y15,What would we need to decide?,Y,Next step,Next step
1C_L16,S15,00:49:43,0,N,N,N,,Y15,How could we decide?,Y,Next step,Next step
1C_L16,S15,00:49:43,1,N,N,N,,Y15,We can't because we've not got enough information but what would we need to show?,Y,Next step,Next step
1C_L16,S15,00:49:43,1,Y,N,N,,Y15,About B?,Y,Next step,Next step
1C_L16,S15,00:50:36,2,N,N,U,,N,Any question on this or anything else?,N,Understanding check,Understanding check
1A_L5,S3,00:15:59,2,N,N,U,,N,Any questions about the sigma notation?,N,Understanding check,Understanding check
1A_L5,S3,00:38:57,0,N,N,U,,Y1,Is everyone happy with this formula here?,Y,Understanding check,Understanding check
1A_L5,S3,00:38:57,1,N,N,U,,Y1,How this formula just follows from the definition of integral,Y,Understanding check,Understanding check
1A_L5,S1,00:11:36,1,N,N,U,,N,Is that clear to everybody?,N,Understanding check,Understanding check
1A_L5,S1,00:12:09,0,N,N,U,,Y1,Any questions about this proof?,Y,Understanding check,Understanding check
1A_L5,S1,00:12:09,1,N,N,U,,Y1,I think it's very straightforward once you know the mean value theorem is relevant to it.,Y,Understanding check,Understanding check
1A_L5,S1,00:12:09,1,N,N,U,,Y1,Okay?,Y,Understanding check,Understanding check
1A_L5,S1,00:12:09,1,N,N,U,,Y1,Questions about this?,Y,Understanding check,Understanding check
1A_L5,S1,00:20:38,1,N,N,U,,N,Any questions about this terminology?,N,Understanding check,Understanding check
1A_L5,S1,00:21:00,1,N,N,U,,N,Ok?,N,Understanding check,Understanding check
1A_L5,S1,00:40:33,3,Y,N,W,,N,Can someone give me an argument for A first?,N,Warrant,Warrant
1A_L5,S1,00:41:51,2,Y,N,W,,N,Can someone give me an argument for concave down?,N,Warrant,Warrant
1A_L5,S1,00:49:07,1,Y,N,X,,N,Can someone give me a counter example for that?,N,Example generation,Other
1A_L5,S1,00:49:41,8,N,N,W,,N,Can someone give me an argument for this?,N,Warrant,Warrant
1A_L5,S2,00:15:34,0,N,N,U,,N,Does anyone have questions about how we define g of x?,N,Understanding check,Understanding check
1A_L5,S2,00:25:30,1,N,N,U,,Y1,Ok?,Y,Understanding check,Understanding check
1A_L5,S2,00:25:30,1,N,N,U,,Y1,Does anyone have any questions with that argument?,Y,Understanding check,Understanding check
1A_L5,S2,00:26:07,1,Y,N,F,,N,Does this situation remind anyone of a particular theorem about limits?,N,Fact,Fact
1A_L5,S2,00:29:20,1,Y,N,U,,N,Any questions?,N,Understanding check,Understanding check
1A_L5,S2,00:29:52,0,Y,Y,A,,N,What do you mean they cancel out?,N,Admin,Admin
1A_L5,S2,00:31:28,1,N,N,U,,N,No more questions about this first statement?,N,Understanding check,Understanding check
4A_L10,S1,00:00:35,1,Y,N,A,,N,Is it better or it's still kinda awful?,N,Admin,Admin
4A_L10,S1,00:11:09,2,Y,N,F,,N,Someone give me another one,N,Fact,Fact
4A_L10,S1,00:11:29,0,Y,N,F,,N,Give me another one,N,Fact,Fact
4A_L10,S1,00:11:36,0,Y,N,F,,N,Give me another one,N,Fact,Fact
4A_L10,S1,00:11:39,2,Y,N,F,,N,Got that…,N,Fact,Fact
4A_L10,S1,00:11:46,1,Y,N,F,,N,And there's one more that I'm missing,N,Fact,Fact
4A_L10,S1,00:13:39,11,N,N,U,,N,Any questions on this example?,N,Understanding check,Understanding check
4A_L10,S1,00:22:50,4,Y,N,F,,N,Where does theta of g live?,N,Fact,Fact
4A_L10,S1,00:22:58,1,Y,N,F,,N,But it lives somewhere more specifically,N,Fact,Fact
4A_L10,S1,00:24:07,1,N,N,U,,N,Shall I work it through step by step?,N,Understanding check,Understanding check
4A_L10,S1,00:24:38,1,Y,N,F,,N,What's the kernel of theta?,N,Fact,Fact
4A_L10,S1,00:27:23,1,Y,N,U,,N,People agree with me that that's the only things that's left?,N,Understanding check,Understanding check
4A_L10,S1,00:29:30,0,Y,Y,A,,N,Was this a workshop problem?,N,Admin,Admin
4A_L10,S1,00:32:17,3,Y,N,F,,N,Where does b twiddles k twiddles b twiddles inverse live?,N,Fact,Fact
4A_L10,S1,00:32:34,1,Y,Y,W,,N,How did you know?,N,Warrant,Warrant
4A_L10,S1,00:33:37,13,Y,N,U,,N,Any questions on that while the boards are going down?,N,Understanding check,Understanding check
4A_L10,S1,00:37:40,2,Y,N,N,,N,So what would you like this to be?,N,Next step,Next step
4A_L10,S1,00:41:24,1,Y,N,N,,N,Where's a good place to send it?,N,Next step,Next step
4A_L10,S1,00:46:17,3,N,N,N,,Y1,"So by the first isomorphism theorem, what does it tell me?",Y,Next step,Next step
4A_L10,S1,00:46:17,0,Y,N,N,,Y1,I don't remember what the first isomorphism theorem says but I hope one of you does,Y,Next step,Next step
4A_L10,S1,00:47:36,6,Y,N,N,,Y2,G n is in the kernel of pi when?,Y,Next step,Next step
4A_L10,S1,00:47:36,9,Y,N,N,,Y2,Someone one this side of the room maybe,Y,Next step,Next step
4A_L10,S1,00:51:06,4,N,N,U,,N,Any quick questions?,N,Understanding check,Understanding check
1A_L6,S1,00:24:24,3,N,N,U,,N,Happy with that?,N,Understanding check,Understanding check
1A_L6,S2,00:14:57,3,N,N,N,,Y1,So what are we going to do first with this one?,Y,Next step,Next step
1A_L6,S2,00:14:57,1,Y,N,N,HQ,Y1,Every time we meet these what have I said to do?,Y,Next step,Next step
1A_L6,S2,00:32:48,1,N,N,A,,N,So how's the sketch going?,N,Admin,Admin
1A_L6,S2,00:32:53,2,N,N,F,,N,Meeting points?,N,Fact,Fact
1A_L6,S2,00:42:15,1,Y,N,E,,N,Do we have any meeting points?,N,Evaluation,Evaluation
1A_L6,S2,00:47:23,1,Y,N,N,,N,Can you all see what you would do to find the limit of this?,N,Next step,Next step
1A_L6,S4,00:04:45,0,N,N,N,,Y1,What are you going to do?,Y,Next step,Next step
1A_L6,S4,00:04:45,3,N,N,N,,Y1,What's your first instict with any function?,Y,Next step,Next step
1A_L6,S4,00:08:36,2,N,N,N,,Y2,Can you see a shortcut?,Y,Next step,Next step
1A_L6,S4,00:08:36,1,N,N,E,HQ,Y2,Do you notice some symmetry?,Y,Evaluation,Evaluation
1A_L6,S4,00:09:03,0,N,N,U,,N,Is everybody ok with that do far?,N,Understanding check,Understanding check
1A_L6,S4,00:09:22,2,N,N,F,,Y3,What about the centre of mass in the x direction?,Y,Fact,Fact
1A_L6,S4,00:09:22,1,N,N,E,HQ,Y3,Can you see that it's symmetrical about the y-axis?,Y,Evaluation,Evaluation
1A_L6,S4,00:12:51,0,N,N,U,,Y4,But does that make sense to you now?,Y,Understanding check,Understanding check
1A_L6,S4,00:12:51,1,N,N,U,,Y4,Could you do that?,Y,Understanding check,Understanding check
1A_L6,S4,00:37:44,3,N,N,U,,N,Everybody happy with that?,N,Understanding check,Understanding check
1A_L6,S4,00:39:14,2,N,N,U,,N,Ok with that?,N,Understanding check,Understanding check
1A_L6,S4,00:43:28,2,Y,N,A,,N,Anyone need a hint?,N,Admin,Admin
1A_L6,S4,00:46:34,1,N,N,U,,Y5,Are you clear how to do that?,Y,Understanding check,Understanding check
1A_L6,S4,00:46:34,2,N,N,U,,Y5,How to get that off the graph?,Y,Understanding check,Understanding check
4A_L10,S3,00:02:46,6,Y,N,E,,N,What do you think?,N,Evaluation,Evaluation
4A_L10,S3,00:03:39,8,N,N,U,,N,"Before starting the new topic, any other questions?",N,Understanding check,Understanding check
4A_L10,S3,00:16:03,1,Y,N,F,,N,How many C low 2 subgroups are there?,N,Fact,Fact
4A_L10,S3,00:19:40,2,Y,N,F,,N,How many elements does g have?,N,Fact,Fact
4A_L10,S3,00:22:09,1,N,N,F,,Y1,So how many are there?,Y,Fact,Fact
4A_L10,S3,00:22:09,9,Y,N,F,,Y1,How many subgroups are there that look like this?,Y,Fact,Fact
4A_L10,S3,00:29:33,4,N,N,N,,Y2,"What do I know about the number of C low 31 subgroups, of subgroups of order 31?",Y,Next step,Next step
4A_L10,S3,00:29:33,2,Y,N,N,,Y2,So what do I know about N 31?,Y,Next step,Next step
4A_L10,S3,00:29:54,3,Y,N,N,,N,What else do I know?,N,Next step,Next step
4A_L10,S3,00:30:14,1,Y,N,F,,N,So how many divisors of 3 can you tell me are congruent to 1 mod 31?,N,Fact,Fact
4A_L10,S3,00:33:50,3,Y,N,F,,N,How many elements does this subgroup have?,N,Fact,Fact
4A_L10,S3,00:34:21,1,Y,N,F,,N,But how many C low 31 subgroups do I have?,N,Fact,Fact
4A_L10,S3,00:37:33,1,Y,Y,A,,N,Is that alright?,N,Admin,Admin
4A_L10,S3,00:39:07,2,Y,N,N,,N,Tell me about N5,N,Next step,Next step
4A_L10,S3,00:39:27,2,Y,N,F,,N,So what are the possibilties for N5?,N,Fact,Fact
4A_L10,S3,00:39:37,4,Y,N,N,,N,What about N3?,N,Next step,Next step
4A_L10,S3,00:39:56,1,N,N,F,,Y3,So possibilities for N3?,Y,Fact,Fact
4A_L10,S3,00:39:56,5,Y,N,F,,Y3,Of course I have 1,Y,Fact,Fact
4A_L10,S3,00:44:58,1,N,N,F,,Y4,How big is X?,Y,Fact,Fact
4A_L10,S3,00:44:58,6,Y,N,F,,Y4,How many elements of order 5 do I have in g?,Y,Fact,Fact
4A_L10,S3,00:45:33,0,Y,N,F,,N,So what's the C low 5 subgroup that's hanging around associated to X?,N,Fact,Fact
4A_L10,S3,00:47:21,3,Y,N,F,,N,In order to count the elements of X what do I need to worry about?,N,Fact,Fact
4A_L10,S3,00:47:50,5,Y,N,N,,N,Tell me some things about this intersection,N,Next step,Next step
4A_L10,S3,00:48:10,5,Y,N,N,,N,There's one more thing I know about it,N,Next step,Next step
1F_L14,S1,00:05:04,2,N,N,U,,Y1,Are there any questions?,Y,Understanding check,Understanding check
1F_L14,S1,00:05:04,2,Y,N,U,,Y1,Before I get started?,Y,Understanding check,Understanding check
1F_L14,S1,00:05:40,2,N,N,U,,N,Any other questions?,N,Understanding check,Understanding check
1F_L14,S1,00:11:36,2,Y,N,W,,N,"Why might that be important, can anyone guess?",N,Warrant,Warrant
1F_L14,S1,00:13:09,0,N,N,U,,N,Do we feel like we kinda know a little bit more how to ask good questions?,N,Understanding check,Understanding check
1F_L14,S1,00:18:33,1,N,N,U,,N,Ok?,N,Understanding check,Understanding check
1F_L14,S1,00:18:44,2,N,N,F,,N,What is the dataframe that we're plotting?,N,Fact,Fact
1F_L14,S1,00:19:04,2,N,N,W,,Y2,And what does that warning mean do you think?,Y,Warrant,Warrant
1F_L14,S1,00:19:04,0,Y,N,W,,Y2,"Can someone who hasn't made a guess so far, would you like to volunteer?",Y,Warrant,Warrant
1F_L14,S1,00:19:18,0,Y,Y,W,,N,"The dataset is incomplete, what do you mean by that?",N,Warrant,Warrant
1F_L14,S1,00:20:04,1,N,N,F,,Y3,What do you think this new function called geom_smooth does?,Y,Fact,Fact
1F_L14,S1,00:20:31,0,Y,N,F,,Y3,"[...] What do you think it does, would you like to venture a guess?",Y,Fact,Fact
1F_L14,S1,00:21:02,2,Y,N,F,,N,What do you think that is?,N,Fact,Fact
1F_L14,S1,00:25:06,4,Y,N,F,,N,How many observations do we have in this dataframe?,N,Fact,Fact
1F_L14,S1,00:25:17,2,Y,N,F,,N,And how many variables?,N,Fact,Fact
1F_L14,S1,00:29:23,3,N,N,C,,N,"What can you tell about character strings in R, how do we denote them?",N,Convention,Other
1F_L14,S1,00:30:08,3,N,N,F,,N,One of the things you've seen single quotations so far is what?,N,Fact,Fact
1F_L14,S1,00:30:39,1,N,N,F,,Y4,So how would you describe the relationship between height and weight for Star Wars characters?,Y,Fact,Fact
1F_L14,S1,00:30:39,4,N,N,F,,Y4,If there is one?,Y,Fact,Fact
1F_L14,S1,00:30:39,2,Y,N,E,,Y4,Would you say there is a relationship between the 2?,Y,Evaluation,Evaluation
1F_L14,S1,00:30:58,2,N,N,F,,N,"Positive relationship, negative relationship?",N,Fact,Fact
1F_L14,S1,00:31:03,1,Y,N,N,,N,What other variables do you think would help us understand the data points which don't follow the overall trend?,N,Next step,Next step
1F_L14,S1,00:31:14,2,N,N,O,,Y5,Who do you think this one is?,Y,Other,Other
1F_L14,S1,00:31:14,0,Y,N,O,,Y5,Does anyone have a guess?,Y,Other,Other
1F_L14,S1,00:34:07,3,N,N,U,,N,Any questions so far?,N,Understanding check,Understanding check
1F_L14,S1,00:35:50,1,N,N,F,,Y6,What does that mean?,Y,Fact,Fact
1F_L14,S1,00:35:50,3,N,N,F,,Y6,"Characters with larger points, are they younger or older?",Y,Fact,Fact
1F_L14,S1,00:35:50,2,Y,N,F,,Y6,What do we think?,Y,Fact,Fact
1F_L14,S1,00:38:29,1,N,N,U,,N,Is that clear what we mean by mapping and aesthetic?,N,Understanding check,Understanding check
1F_L14,S1,00:40:20,2,Y,N,F,,N,Where would I define that: in the mapping or in the geom?,N,Fact,Fact
1F_L14,S1,00:42:25,3,N,N,N,,Y7,How would I change this do you think?,Y,Next step,Next step
1F_L14,S1,00:42:25,3,N,N,N,,Y7,Somebody else?,Y,Next step,Next step
1F_L14,S1,00:42:25,2,Y,N,N,,Y7,Anybody else?,Y,Next step,Next step
1F_L14,S1,00:44:24,1,N,N,U,,N,"Ok, is the difference clear between the 2?",N,Understanding check,Understanding check
1F_L14,S1,00:46:44,3,N,N,U,,Y8,Any questions so far?,Y,Understanding check,Understanding check
1F_L14,S1,00:46:44,2,N,N,U,,Y8,None at all?,Y,Understanding check,Understanding check
1C_L5,S1,00:10:57,2,Y,N,W,,N,Can somebody tell me why?,N,Warrant,Warrant
1C_L5,S1,00:19:30,1,N,N,U,,N,Is that clear?,N,Understanding check,Understanding check
1C_L5,S1,00:31:23,2,Y,N,W,,N,Can somebody tell me why I'm demanding that this is a non-zero number?,N,Warrant,Warrant
1C_L5,S1,00:33:08,0,N,N,W,,Y1,Can somebody tell me why there are no restrictions on that scalar?,Y,Warrant,Warrant
1C_L5,S1,00:33:08,2,Y,N,W,,Y1,As opposed to the other scalar?,Y,Warrant,Warrant
1D_L17,S1,00:02:08,0,N,N,U,,N,Does that make sense?,N,Understanding check,Understanding check
1D_L17,S1,00:06:47,15,N,N,N,,Y1,How are we gonna decide whether that's true?,Y,Next step,Next step
1D_L17,S1,00:06:47,1,N,N,O,,Y1,"I expect most of you could estimate root 2 to 2 decimal places, right?",Y,Other,Other
1D_L17,S1,00:06:47,1,N,N,O,,Y1,"1.41, something like that. How many people can estimate cube root of 3?",Y,Other,Other
1D_L17,S1,00:06:47,2,N,N,O,,Y1,Not many right?,Y,Other,Other
1D_L17,S1,00:06:47,2,N,N,O,,Y1,"I mean why would you know that, honestly?",Y,Other,Other
1D_L17,S1,00:06:47,2,Y,N,O,,Y1,Why would you remember that?,Y,Other,Other
1D_L17,S1,00:07:32,1,Y,N,W,,N,Why would you do that though?,N,Warrant,Warrant
1D_L17,S1,00:07:37,1,N,Y,W,,Y2,But why?,Y,Warrant,Warrant
1D_L17,S1,00:07:37,0,Y,Y,W,,Y2,"Because we don't really care about these number, what are you trying to achieve by taking this 6th power?",Y,Warrant,Warrant
1D_L17,S1,00:09:38,1,Y,Y,E,,N,"Your argument relies on that fact, doesn't it, is that right?",N,Evaluation,Evaluation
1D_L17,S1,00:09:51,1,N,N,F,,Y3,What's positive?,Y,Fact,Fact
1D_L17,S1,00:09:51,1,N,N,E,,Y3,Everything?,Y,Evaluation,Evaluation
1D_L17,S1,00:11:49,1,Y,N,U,,N,"Right, everyone agree with that?",N,Understanding check,Understanding check
1D_L17,S1,00:12:06,2,N,N,U,,N,Any questions about that?,N,Understanding check,Understanding check
1D_L17,S1,00:16:53,2,Y,N,U,,N,Everyone agree with that?,N,Understanding check,Understanding check
1D_L17,S1,00:17:05,1,N,N,U,,N,Agreed?,N,Understanding check,Understanding check
1D_L17,S1,00:18:04,1,N,N,E,,N,Is that a reasonable thing to do next?,N,Evaluation,Evaluation
1D_L17,S1,00:18:15,0,Y,N,W,,N,Why not?,N,Warrant,Warrant
1D_L17,S1,00:18:22,0,Y,Y,E,,N,So you've got this common factor here?,N,Evaluation,Evaluation
1D_L17,S1,00:19:49,1,N,N,N,,Y4,How are we gonna decide if this changes sign?,Y,Next step,Next step
1D_L17,S1,00:19:49,3,N,N,N,,Y4,What are we gonna do?,Y,Next step,Next step
1D_L17,S1,00:20:57,1,Y,N,U,,N,Agreed?,N,Understanding check,Understanding check
1D_L17,S1,00:27:25,2,Y,N,N,,N,Any suggestions about how we might go about solving it?,N,Next step,Next step
1D_L17,S1,00:27:37,6,N,N,N,,N,Anything else?,N,Next step,Next step
1D_L17,S1,00:30:08,0,Y,Y,E,,N,"Did you get away with it, did it work?",N,Evaluation,Evaluation
1D_L17,S1,00:30:43,2,N,N,F,,N,What's the graph of that function?,N,Fact,Fact
1D_L17,S1,00:31:52,0,N,N,U,,N,Agreed?,N,Understanding check,Understanding check
1D_L17,S1,00:33:18,4,Y,N,U,,N,Does that make sense what the question was asking?,N,Understanding check,Understanding check
